VIN,GRADE,STOCKNUMBER,MAKE,MODEL,SERIES,YEAR,PRICE,BODY,CYLINDERS,DISPLACEMENT,EXTERIOR,INTERIOR,MILEAGE,TRANSMISSION,UPHOLSTERY,ENDDATE,ABGLOCATION,BUYDATE,BUYERNAME,WATCHEDBY,DEALERSHIPNAME,DRIVE TRAIN,CONDITION REPORT,SALES REP
3C4PDDEG5KT687434,4.4,,Dodge,Journey,Gt,2019,17000,Suv,6,3.6l,Grey,Black,39106,6-speed A/t,Leather,2020-02-24T19:30:00.000Z,Dallas Dfw Airport- TX,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFnBk0TonlMr3HRlYiIwJiDgeLtpFktUwEwzQjNSr6nicDs5ThoJQ6BlZ7Lt7cy6j3gbucJq6shQ5EHIKgAFKMNNbGTPpugXSp7qlzMnzhvOA%3d%3d,
3FA6P0D95KR152525,4.5,,Ford,Fusion,Titanium,2019,18100,Sedan,4,2.0l,White,Brown,40530,6-speed A/t,Leather,2020-02-28T19:30:00.000Z,New Orleans- LA,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGqMoP68vr0iovLavykJZQPusTMDYCPmV9eFIhXuCC1sxUsZ3ZyUznW1h6ijeImn%2bYXeHloQuuEt39VXoJzoBCnOUOWsEFQZtbwHWhzeJf9ww%3d%3d,
2C4RDGCG3KR556714,4.5,,Dodge,Grand Caravan,Sxt,2019,16800,Minivan,6,3.6l,Black,Black,33017,6-speed A/t,Cloth&leather,2020-02-25T19:30:00.000Z,Dallas Dfw Airport- TX,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHgiu9HUSZAcnzW6H0nbCbHWSaFfrxUg6MVcJ7MxEgeqhZahXwUOOd8yZgGnumw1vOQ65392qDjsYTioHdw9yQhpac%2b%2fDE6lJReyG8SusQtnQ%3d%3d,
2GNAXKEV1K6176525,4.2,,Chevrolet,Equinox,Lt,2019,16000,Suv,4,1.5l,Black,Grey,41206,6-speed A/t,Cloth,2020-02-27T19:30:00.000Z,Portland- OR,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToH5rD6t6akn8Bw4tN2iB6ZVFH2b0dG%2fuBzPusF%2f1ZSbZycIMfziW8xiG9RDCedeTOEeMJEzsfHNvxyxveMsIEwlWHyQCdzoMNrQRJ%2fHcILimw%3d%3d,
3C4PDDGG2JT387023,3.9,,Dodge,Journey,Crossroad,2018,16100,Suv,6,3.6l,White,Black,36562,6-speed A/t,Cloth&leather,2020-02-28T19:30:00.000Z,Seattle- WA,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToE5uxmX2%2bBf6KHEzcswfR1%2fBriyizaJ3Y%2b98hgI6JKWm1EnTuex5EPplKrkpmRil0QU9oKti5xTfGYBE3Y%2bGh%2bORoywQZ%2bKWpSrSooaYVJuVQ%3d%3d,
5XXGT4L33KG309367,4.6,,Kia,Optima,Lx,2019,13800,Sedan,4,2.4l,Blue,Black,43683,6-speed A/t,Cloth,2020-02-24T19:30:00.000Z,Raleigh- NC,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEZIz0Z3Vr%2fBTmWa%2bzD7lP3peccTQREKk1FTys7yFsBvwqcUAPkpd9zCtnEhhJQNlU7e4v9uh4%2fXDShuiViWaBtqJu9vO1yXbPC0pXnAqK5cg%3d%3d,
3C4PDCGG9JT378555,3.9,,Dodge,Journey,Crossroad,2018,14800,Wagon / Hatchback,6,3.6l,Red,Black,39100,A/t,Cloth&leather,2020-02-26T19:30:00.000Z,Charleston- SC,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToF2EawIcSceD%2f1pYYb2KhqngQ%2b2Sd1voU8ykMnFUaElxnkbMTYZcSU%2b%2fVHnh4ceGaYL2Uvz9h%2f2fi7W6593uQn7%2fAos%2fy1b%2fdzZ%2buWoWbQi8A%3d%3d,
3GKALPEV5KL161656,4.5,,Gmc,Terrain,Slt,2019,18900,Suv,4,1.5l,White,Black,38284,9-speed A/t,Leather,2020-02-29T19:30:00.000Z,Hartford- CT,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEKLr1eYSPw73i2Z0wrWzwKMAOePhCl5HZneHXZDQN9LUwCajseJG7coAYuPbLQjhc9jeuPjipKrHKfRFINcjBeeceFlssE07kXQSkPxEvQog%3d%3d,
2GNAXUEVXK6168855,3.5,,Chevrolet,Equinox,Lt,2019,15700,Suv,4,1.5l,Grey,Grey,49643,6-speed A/t,Cloth,2020-02-24T19:30:00.000Z,Miami- FL,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEyDT%2fhkLDUJOBX4cV7HzuyAqk8%2b4z5%2ba9HHWiWWL%2fdeYU13B8C0Zv5Pl6FmBL7Y0UcdGOdTrjDSlGd1nX%2f26bTPxyROLMJeRy4g4kHpAFx%2fQ%3d%3d,
1N6AD0EV4JN738995,3.6,,Nissan,Frontier,Pro-4x,2018,20400,Pickup,6,4.0l,Silver,Black,37315,5-speed A/t,Cloth,2020-02-24T19:30:00.000Z,Newark- NJ,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEbtoa5i7y86bX7DVfR0grNhCdeVscsHrgugipXkli6A3BVh4AHrxdPpXCdvGuUAEB3wq9o0sWdk%2bcBC2T87fKTC6ywV3BedkcEHNatUFJoLQ%3d%3d,
3VWFD7AT8JM710212,4.4,,Volkswagen,Beetle,S,2018,12600,Coupe,4,2.0l,Red,Black,38268,6-speed A/t,Cloth,2020-02-28T19:30:00.000Z,Los Angeles- CA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHOsvtn24l5WeTrIggd%2bT6rVRbs6rSFerX9h%2bPUcTwTLJrvuhg4VMR47Kuol4relZW35p0PM3RA%2fnm%2fk6ZBs%2bnchWAmda5UBGCNiZVHXkGHeA%3d%3d,
2T1BURHE3KC144409,3.8,,Toyota,Corolla,Le,2019,13000,Sedan,4,1.8l,Grey,Black,31001,Continuously Variable Trans,Cloth,2020-02-29T19:30:00.000Z,Baltimore- MD,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToH%2bVQWNPYUUtCGocwgrb9iDV68POIs8RYez%2bOYY90I%2bswTWD%2frFNKMoC5L29I4ReIuoBs8%2bjEY83eEOzhptkF%2bSUmU%2f60xSHFL%2b50S%2bxHWrVQ%3d%3d,
2G1105SA7J9170668,4.4,,Chevrolet,Impala,Lt,2018,14500,Sedan,4,2.5l,White,Black,38739,6-speed A/t,Cloth,2020-02-24T19:30:00.000Z,Oakland- CA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEmZz9ABDiGvbwJDK2iYgg6IRFx7GWJXB7QeXcOlzPhSQdH%2bRbmVtQfUMRM9bEe69jSeyJ8RByyXiGaOw%2feW8p5OBSGtzU%2bfu3PeljUetCokg%3d%3d,
3C4PDDGG3JT449254,4.4,,Dodge,Journey,Crossroad,2018,15900,Suv,6,3.6l,Grey,Black,41236,6-speed A/t,Cloth&leather,2020-02-28T19:30:00.000Z,Los Angeles- CA,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGW%2fph%2bvik6m9OP2RsXS5FGcEhHItuntjFzrrRWEDJgVDJXdGejPOdoQoazbQzSVXBQDVDIW769WymjtqCMzDMc0UCWouV34WoYFWrQI%2fJYzA%3d%3d,
1FM5K8GT1KGB16327,4.6,,Ford,Explorer,Sport,2019,29700,Suv,6,3.5l,Silver,Black,41241,6-speed A/t,Leather,2020-02-25T19:30:00.000Z,Dallas Dfw Airport- TX,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHflgBY5Kjt%2f6k02xXJeitloYsABqeJboU7WR8XfZvBor3J13%2bDhbGm1pXy545DNdpQiCYNZqP7qX%2fA2q1L4XMAykzh6XL4CDZGcAhl4ROLrg%3d%3d,
1C4RDJDG9KC651556,4.3,,Dodge,Durango,Gt,2019,26300,Suv,6,3.6l,Silver,Black,43381,8-speed A/t,Cloth&leather,2020-02-25T19:30:00.000Z,Cleveland- OH,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFC9wwMVGVK6mOvj9UBCAg8q%2b0%2ftV%2fIH9XLti8BiKy%2fajs%2bg2b9e89JmNsl0JMZHI2M7m9BVWjuWSLgPx30FFvcfBdQtkaCDBpFGNef3g5SyA%3d%3d,
1FM5K8GTXKGB16472,3.5,,Ford,Explorer,Sport,2019,29900,Suv,6,3.5l,Silver,Black,37210,6-speed A/t,Leather,2020-02-26T19:30:00.000Z,Newark- NJ,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToERmjnbVrf%2ba29grd3nF2CqjO%2fRfMhxG8Ocg7convrhP3aGtfvRUaS4DTdbLBPNP2Ahv7%2fZy7l1T5cHERW27eDxSNEEieYpRMqHu5j8hrylWQ%3d%3d,
1C4RDHDG4KC647410,3.8,,Dodge,Durango,Gt,2019,23800,Suv,6,3.6l,Silver,Black,48389,8-speed A/t,Cloth&leather,2020-02-27T19:30:00.000Z,Ft Lauderdale- FL,,,,,RWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFczqN3nGxh0hDlPKJQGDzKMZoSvE%2f4Sb67bLoyxiA%2bKp57Yrz%2fHYUUNIesoc8SKVJ%2fWRY%2f8RDpLLcAhtHHrE1TYKbANZtRkUVQ5aOyapdKEA%3d%3d,
2C4RDGCG6KR529376,3.5,,Dodge,Grand Caravan,Sxt,2019,15800,Van,6,3.6l,Red,Black,42570,6-speed A/t,Leatherette,2020-02-29T19:30:00.000Z,Buffalo- NY,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToH4peQwDjWqcGjYy19rReCX6bk5QICZDkfzYFj3ufABRfYyCKbFsz7FUtEXvzJVtUZdsb%2fUx3THj3N1N5DCIllQZDOxlKxW7EPZgusgpLC5Ow%3d%3d,
2T1BURHE5KC176701,4.6,,Toyota,Corolla,Se,2019,13900,Sedan,4,1.8l,Black,Black,35735,A/t,Cloth&leather,2020-02-26T19:30:00.000Z,Cincinnati Hebron- KY,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFxk5skxIISsKMzSqtp7m9zk0NlptQerIgTdlrq8DTgBno7byo8umE%2bUp6ie2gih58bJ0S2ZJ4TUpMeBjpTLdMqhC9Vx4aUhtAtHsswrNzlOA%3d%3d,
2GNAXUEV4K6145166,3.9,,Chevrolet,Equinox,Lt,2019,16900,Suv,4,1.5l,Grey,Grey,37504,6-speed A/t,Cloth,2020-02-25T19:30:00.000Z,Pittsburgh- PA,,,,,AWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEQHVN6Y%2fNu4zvtC6UZej2dwMVttP3ccwshWRXwYm9%2bn0CjAi1tRYFG44o%2bky3bqPqqBFenCQDjXWEhbgBNLFr%2fUUMwm7ScqkmU3Mx1NW9%2bYQ%3d%3d,
3KPC24A32KE044759,4.4,,Hyundai,Accent,Se,2019,11100,Sedan,4,1.6l,Blue,Black,33654,A/t,Cloth,2020-02-26T19:30:00.000Z,Charleston- SC,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFQ6Eg3VFr4NTI2aOMidFb7njfMaqz1vOR0B5Qq7iUYGYn98ul4vgJZsBE8vWbu2%2fDg1xW2LTGT1zNoMJUNBPP%2f340btp5sToI83MRWtZOQMg%3d%3d,
1G1105SA9JU129767,4.2,,Chevrolet,Impala,Lt,2018,14600,Sedan,4,2.5l,White,Grey,36844,6-speed A/t,Cloth&leather,2020-02-27T19:30:00.000Z,Portland- OR,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFfKig1CfPneO0xKsV6ft1%2bFn353yJGbpFMNfF7WZwF9Omyv6k4S%2fToagG%2f3aukc%2b46u%2bivrfF3vvn4QUona4kzN327sT2NK1hAc8NeD5qRiw%3d%3d,
3VWFD7AT8JM721095,4.1,,Volkswagen,Beetle,S,2018,12300,Coupe,4,2.0l,Black,Black,31774,6-speed A/t,Cloth,2020-02-24T19:30:00.000Z,Newark- NJ,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHsBLxxxETfWJccB5ZYd3G4Cy3k7JtSXKwmuDSMs6%2f3pDDw1D9waOUALDqRA0V0dD0dxDqwMf9EaOGpREdSV8WJSKO7sFLL1jS9Kj4XNetpnQ%3d%3d,
1G1ZD5STXJF213755,4.3,,Chevrolet,Malibu,Lt,2018,13800,Sedan,4,1.5l,Black,Black,36573,6-speed A/t,Cloth,2020-02-26T19:30:00.000Z,Portland- OR,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToES3fyO0%2bpIEPn%2f0KL%2b%2by9jyCxTCWTFWXzGiD9w%2bNTiDdxUfSz1DusUlJQExXoBueAxTh8AauhLkzbJFqpWH%2fZPFwnrxzD%2bcdOCjjnNCYPuOQ%3d%3d,
5YFBURHE2JP854853,4.3,,Toyota,Corolla,Le,2018,12800,Sedan,4,1.8l,White,Black,35882,A/t,Cloth,2020-02-27T19:30:00.000Z,Portland- OR,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFvFeiWz0aVM%2bsuvlgRK0M2OKox5NOprDIJ2zt%2fjoDPXg7Lgz7Z6rwYMnxY5SbU3LT6juUR6TzD29ght8uKXX6OyQmt%2f4NSupTjxMNXP2ew7g%3d%3d,
3VW5DAAT6JM511166,4.4,,Volkswagen,Beetle Convertible,S,2018,16600,Coupe,4,2.0l,White,Black,31402,6-speed A/t,Leather,2020-02-27T19:30:00.000Z,Portland- OR,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFLjpFZK%2b0Cqo6HTOJxW%2fCOhnxccdN4ZSdrvjBjBs2OYs5VB3yoPR%2b55yhbepvU%2bllTrKiYR81qNBVQZgSuIvTTIsTNFLGBKs%2bMCaNp9jiBrw%3d%3d,
1C6RRELT5KN720813,5,,Ram,1500,Rebel,2019,32900,Pickup,8,5.7l,Silver,Black,43921,8-speed A/t,Cloth&leather,2020-02-26T19:30:00.000Z,Dallas Dfw Airport- TX,,,,,RWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEEkZAhVZbMrwb3na780J9BMxkZZk7xuZEUV9YQAF69KmB3ukOQn%2bVYJD%2bWilSmUKGlQow6Y%2bn%2fmrpYhPTjCqSq9L7bzhTjJjvB77vtkKW2Dw%3d%3d,
4T1B11HK2KU160194,3.4,,Toyota,Camry,Le,2019,16100,Sedan,4,2.5l,Silver,Black,37155,8-speed A/t,Cloth,2020-02-24T19:30:00.000Z,Chicago Ohare- IL,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGhb1Q8y879rfUl5qJ1RnH3nqra4DO4fdKgxIoYhcbDaiSiw3Y4uH2eg60sf0vPB4xqZ0WHaThmdT8AFU10E2xUBuL%2bsLN%2bXbz4RIQd%2fkVjlA%3d%3d,
JM3KFACM4K1547112,4.3,,Mazda,Cx-5,Touring,2019,18300,Suv,4,2.5l,Silver,Black,35323,6-speed A/t,Cloth&leather,2020-02-27T19:30:00.000Z,Indianapolis- IN,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEuz1uHNLw6590gi6tjaN5QlN1IYVkGWIe6SyQ2jA4%2fO41P3K%2fBEinX1AY4J%2ffQCtJrzoyShfaEsm1ihuF7JNeYN3%2bY5EeDIGPoxukIGBWjCw%3d%3d,
3FADP4EJXJM107387,4.1,,Ford,Fiesta,Se,2018,9200,Wagon / Hatchback,4,1.6l,Orange,Grey,46345,A/t,Cloth,2020-02-25T19:30:00.000Z,San Diego- CA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHD30x73bY8nb9tL%2bV7dik6BYeEZT6VVUyQbfsafefRjnVGQM1BBUMJbRHDuORe2x9b3JDdo2HnAsjWMuOhLro9bS01y7h6%2bQxRJizOwVvCkA%3d%3d,
1C6RRELT8KN724242,4.3,,Ram,1500,Rebel,2019,33200,Pickup,8,5.7l,White,Black,39430,8-speed A/t,Cloth,2020-02-25T19:30:00.000Z,Houston Hobby- TX,,,,,RWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFrUc6bq60BCjk6L80QPoIDqI8juueiFHRpS9Is5cJb2HihOYaxQr5218QFSDFhXIimW4uRi4P6BPvMNbIvZMc2G18lW%2fQUhC%2ftcjoRbDi1SA%3d%3d,
2FMGK5D82KBA14551,4.5,,Ford,Flex,Limited,2019,19400,Suv,6,3.5l,Red,Tan,42462,6-speed A/t,Leather,2020-02-25T19:30:00.000Z,Philadelphia- PA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEtZPbKmC9kXFWQghdDkggMr6cWs3KNLuM9zHv44xE5USJmYEmIbubLd2biDZn6AW764Ruq5lld1akMIxzZhrAaXPbCIJySwsgbjJ0NZ1hRig%3d%3d,
5XXGT4L37KG297823,4.3,,Kia,Optima,Lx,2019,13400,Sedan,4,2.4l,Grey,Black,39685,6-speed A/t,Cloth,2020-02-25T19:30:00.000Z,Jacksonville- FL,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToF1wcc9Lbb8h1g5RRYg4wiJ%2b9mOU7zQyyO1hNe0LTYpDpOn%2bCchQqQJJfVgx%2bdmOEcXA6aSZbWe%2bybfKSHKJUQhll3gJKHnemMdm6TZfW9ogw%3d%3d,
3N1AB7APXJY289854,4.1,,Nissan,Sentra,S,2018,11400,Sedan,4,1.8l,Black,Black,30177,Continuously Variable Trans,Cloth,2020-02-28T19:30:00.000Z,Phoenix- AZ,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGGKfZQWtfTX3lRDYi4BHHCQHZUi1ZobdR%2bedH2FnTMuq%2fbsoZmHfiFQrk0KPoO7yLRnBFy2bYO6njGcNMTadoSsgJAj3ROKs%2fA0dKZi9NpLA%3d%3d,
1C4PJMBX5KD317930,4.1,,Jeep,Cherokee,Trailhawk,2019,20700,Suv,6,3.2l,Silver,Black,35009,9-speed A/t,Leather,2020-02-25T19:30:00.000Z,Newark- NJ,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHqQ5AbgyDhDQlz2aAErfjnQX6aW1sQWO15S0tnDUKRsHejvO2ysdLUc6IXo2gNbx%2fuULdKn7lPetn6o3oFFhYX4ztaaFrvT4St5ogC5H7k8w%3d%3d,
3VWFD7AT6JM709995,4.3,,Volkswagen,Beetle,S,2018,12900,Coupe,4,2.0l,Grey,Black,29150,6-speed A/t,Cloth,2020-02-26T19:30:00.000Z,Atlanta- GA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHi9Gx0lk9VjHJq1Wg58uhTuZTxChP4fgPCh2gw2gD1OCTLRZYvWlEhJbaq8c%2f2Wgf255tPcTQdsKizdsYvJxYjrSAba33j5c8AX33Pw7RQyA%3d%3d,
3VWFD7AT3JM710134,4,,Volkswagen,Beetle,,2018,12500,Coupe,4,2.0l,Black,Black,37553,6-speed A/t,Cloth,2020-02-24T19:30:00.000Z,Oakland- CA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHzmd3WnNjERhZpAjJdZh9ZNn%2bMjJbfJKPhD863M5wu93z8MV2sHMaDX25cxKE67Ttnt8gvqsqq5%2b8lLwwpEMwutiBZ%2brJOGLuWUrH4cmVqmQ%3d%3d,
5XXGT4L39KG282899,4,,Kia,Optima,Lx,2019,12800,Sedan,4,2.4l,Silver,Black,43468,6-speed A/t,Cloth,2020-02-25T19:30:00.000Z,Washington Dc- VA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEB8lYjz8eQTw1XetNP3tUEEUDVSKhQm5OPIlNd2wN719e7goigV76%2bT75KVCL4P0kOOJic2slu2mIAmdZoXCPNwbXC9aA1dHXISWFstiv%2fiw%3d%3d,
1C4HJXEG2KW528556,4.5,,Jeep,Wrangler Unlimited,Sport,2019,32100,Suv,6,3.6l,Red,Black,45999,A/t,Cloth,2020-02-28T19:30:00.000Z,San Diego- CA,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHhUS%2bzPQ5r028DxiunKNcyrRrv%2b%2bAHWoVv6Cc%2fT%2fGINhS4ZteQ3rvI0caVrjUYvPVN3Rj%2fyioxRRhI4seIUJrndPRrYm2Cc%2bZLZxC8Yd5Msw%3d%3d,
3FADP4EJ9JM117599,4.1,,Ford,Fiesta,Se,2018,9800,Wagon / Hatchback,4,1.6l,White,Black,37846,A/t,Cloth,2020-02-24T19:30:00.000Z,Seattle- WA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToEkMEyRRsDzvEm2HTS%2bBzaxcDj7V%2fZSHcryvQi2YirRMz66ZThmwYiz1htibiSUGK4Kk7MYj9J%2b4%2fjSqdIgsVJgkgjG%2fDRUD84AjeJK0TZ2sA%3d%3d,
1VWLA7A30KC009906,3.8,,Volkswagen,Passat,2.0t Wolfsburg Edition,2019,15600,Sedan,4,2.0l,Black,Black,29909,6-speed A/t,Leatherette,2020-02-27T19:30:00.000Z,Tampa- FL,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGrZ%2bbpzYK57LDxMc%2bhdFNa5WtJagWKnAWXigww%2fkuq2sgMg9dubT4y2mYl05qLqVf%2bSA6bz6ZNA86TPMZacZqJ6PhXYaxwIDroImpnkvDK8w%3d%3d,
1C4PJMBX5KD298649,4.1,,Jeep,Cherokee,Trailhawk,2019,20500,Suv,6,3.2l,Grey,Black,37005,9-speed A/t,Leather,2020-02-24T19:30:00.000Z,Raleigh- NC,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToE%2bv7%2bSuSfraxUkpqtsLY%2bdH9yQxqXRtRY14AaO4wcSg08JKNxu5MsLDe44u4RiuWdGGR3Yw6HC%2bSvl%2ftJBtNGmWAlrprGfHw1bUL0XJHsT%2bQ%3d%3d,
2C4RDGCG4KR529344,3.9,,Dodge,Grand Caravan,Sxt,2019,15800,Minivan,6,3.6l,Grey,Black,43309,6-speed A/t,Cloth&leather,2020-02-24T19:30:00.000Z,Newark- NJ,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHUsSIQZMTyJ5fTu3FGibPUhlIAHZYnDuoIlBVZHWtaz5UJDQElHsN5vY9vvwgJGET8Gw%2fIBkFBiPaA84yoZlWQiqbEBgmUQ3TzfgGHUwwkpQ%3d%3d,
5XXGT4L33KG283465,4.4,,Kia,Optima,Lx,2019,13300,Sedan,4,2.4l,Grey,Black,37525,6-speed A/t,Cloth,2020-02-24T19:30:00.000Z,Boston- MA,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHwo7CrH4dL378n0UzlBQXSVKvsUwSsMYwL6nCSbTngdSsRMthYA%2byAinaItjO6nR4h7%2f6xHUKXnHnBXxofLN1BV6YaSdnVYcmv6VO8T0mSFg%3d%3d,
1N6AD0EVXJN729198,3.3,,Nissan,Frontier,Sv,2018,17900,Pickup,6,4.0l,Silver,Grey,44813,A/t,Cloth,2020-02-26T19:30:00.000Z,Orlando- FL,,,,,4WD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGbzIszG8P5uIkLpQrGnzb1VwNnqW3d8t9SzakjIMvVy6RjpjsVtg62%2brgseibHei4IP6Ii86yCk0EDCQ%2bctMfbK3cVZoEARle26xEQMNDonA%3d%3d,
5TDZZRFH9KS289863,4.4,,Toyota,Highlander,Le,2019,22300,Suv,6,3.5l,Grey,Black,41705,8-speed A/t,Cloth,2020-02-27T19:30:00.000Z,Minneapolis- MN,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHAWrmLLlZHXJsP3V8U1NTgW9buSS9NCzF9hv4x5pGhvHS2CgtJhYnv9K%2bfTfPnIX7onF0qyGnbrfv7JsYovsuXzTaMXwLvQRujNoW4ZZKHUw%3d%3d,
2FMGK5D88KBA08138,3.8,,Ford,Flex,Limited,2019,19800,Suv,6,3.5l,Red,Black,36155,6-speed A/t,Leather,2020-02-25T19:30:00.000Z,Detroit- MI,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToG7M4gaxgh59Blp60Bg2klA1QRKnuSxGNoWDurcwZWZ9tz5ahBAq%2fiQmMnONKrNRGe%2b9UOykXZAte02pT9cCvj5XPzGC6HKIkQkPi2EaCVPuA%3d%3d,
1N6AD0ER2JN735516,4.1,,Nissan,Frontier,Sv,2018,17000,Pickup,6,4.0l,Silver,Grey,31732,A/t,Cloth,2020-02-24T19:30:00.000Z,Buffalo- NY,,,,,RWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToGReqfP8zuCaXy0FgZrXfVXybP99JnBnehJWKOaF2F9%2bT49rRbcOsn28SLBUzYmohkJTAjaZ4JVH2UDDVjQzIGeWow1IVvUVr0e006kf6fgHA%3d%3d,
5TDZZRFH3KS290832,4.5,,Toyota,Highlander,Le,2019,23000,Suv,6,3.5l,Silver,Black,35518,8-speed A/t,Cloth,2020-02-26T19:30:00.000Z,Indianapolis- IN,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToFmDqL64K%2bUEuUVyvzfARElE%2b5kQVZfPHzu6D9zt3cI3OXii7wlCxSz1t3Suten%2bBSSpgiCokqJmUaHCRScLkdeM0a23ewEXdUUourR1gIbvQ%3d%3d,
1GAZGPFG0K1145576,4.6,,Chevrolet,Express Passenger,Lt,2019,22000,Van,8,6.0l,White,Grey,34161,A/t,Cloth,2020-02-28T19:30:00.000Z,Houston Intercontinental- TX,,,,,RWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHExo1LvhvoqhPwSY348Njiw5MvBgsoYuA0HxaBqLkbYmlTkF4MLiTThA6%2b7Db8bACjBXX3laDwiiZOz5Zqkux4eY%2b59QRzHUG%2fhp4t1OUsqw%3d%3d,
1G1105SA8JU144700,4.5,,Chevrolet,Impala,Lt,2018,14500,Sedan,4,2.5l,Silver,Grey,42295,6-speed A/t,Cloth&leather,2020-02-25T19:30:00.000Z,Portland- OR,,,,,FWD,http://crd.aiminspections.com/crd/PDFReport.aspx?report=DZ0TBxLnToHzzpCt2WahLzeWkl%2bXYw2iCjDCUGHkq6MvvXkGJYNdA3Fholtbs3ZTBeRVsK%2fwOMT%2fKC8iP9Jyh15ER92ikPXPT%2bkmjccqesijsgW745hFfw%3d%3d,
