Year,Make,Model,"Model Series","Exterior Color","Interior Color",Grade,Vda,Mileage,"Buy Now Price",VIN,"Due Location Name",City,State,Zip
2020,CHEVROLET,MALIBU,"LS W/1FL","Silver Ice Metallic","Jet Black-Prem Cloth Seat Trim",4.5,,4798,16900.00,1G1ZC5ST3LF031580,"AUCTION Manheim Fredericksburg",Fredericksburg,VA,22406
2020,CHEVROLET,MALIBU,LT,"Shadow Gray Metallic","Jet Black-Prem Cloth Seat Trim",4.3,,22114,17600.00,1G1ZD5ST0LF019724,"AUCTION Adesa Golden Gate",Tracey,CA,95377
2019,BMW,530,,BLA,,,0.00,19704,34600.00,WBAJA7C53KG912369,"RHP AP O'HARE","Chicago ",IL,60666
2019,BMW,530,I,SIL,BRO,,0.00,15846,38200.00,WBAJA5C56KBX87580,"HARTFORD-BRADLEY INT","Hartford Ap",CT,06096
2019,BMW,530,IXDRV,GRA,BLA,,0.00,11974,40500.00,WBAJA7C55KG912213,"RHP AP PITTSBURGH",Pittsburgh,PA,15231
2019,BMW,530,IXDRV,GRA,BLA,,0.00,15361,36200.00,WBAJA7C58KG911427,"PHILADELPHIA INT'L A","Philadelphia Ap",PA,19153
2019,BMW,530,IXDRV,GRA,BRO,,0.00,18500,35000.00,WBAJA7C55KWW46519,"RHP AP ALBANY",Latham,NY,12110
2019,BMW,530,IXDRV,BLU,BLU,,0.00,15851,36000.00,WBAJA7C58KG910682,"PORTLAND INT'L JETPO","Portland Ap",ME,04102
2019,BMW,530,,SIL,,,90.10,16600,35300.00,WBAJA5C50KWW49879,"RHP AP BUFFALO",Buffalo,NY,14225
2019,BMW,530,IXDRV,SIL,BLA,,0.00,15074,36300.00,WBAJA7C51KG912273,"PARKERSBURG DOWNTOWN",Parkersburg,WV,26101
2019,BMW,530,IXDRV,GRA,BRO,,0.00,25159,34100.00,WBAJA7C53KG911612,"RHP AP ROCHESTER",Rochester,NY,14624
2019,BMW,530,I,SIL,BEI,"4.6                 ",0.00,10784,37400.00,WBAJA5C51KWW46540,"AUCTION Manheim New England","North Dighton",MA,02764
2019,BMW,530,,GRA,,,0.00,11791,37600.00,WBAJA7C55KWW48528,"RHP AP CLEVELAND",Cleveland,OH,44135
2019,BMW,530,IXDRV,SIL,BLA,,0.00,15044,35600.00,WBAJA7C51KG911267,"MEMPHIS INTL AIRPORT",Memphis,TN,38116
2019,BMW,530,IXDRV,BLU,BLA,,3000.82,15775,35300.00,WBAJA7C51KG912449,"RHP AP HARTFORD","Windsor Locks",CT,06096
2019,BMW,530,,GRA,,,0.00,11157,37100.00,WBAJA7C59KWW49634,"HARTFORD-BRADLEY INT","Hartford Ap",CT,06096
2019,BMW,530,IXDRV,GRA,BLA,,404.45,18173,35400.00,WBAJA7C59KG912344,"RHP AP ROCHESTER",Rochester,NY,14624
2019,BMW,530,IXDRV,SIL,BLA,,0.00,15198,36300.00,WBAJA7C51KG912077,"CHARLESTON SC  CHARL",Charlotte,NC,28214
2019,BMW,530,,SIL,,,0.00,13341,36200.00,WBAJA7C58KG912173,"RHP AP PITTSBURGH",Pittsburgh,PA,15231
2019,BMW,530,IXDRV,SIL,BLA,,0.00,35727,35000.00,WBAJA7C51KG911771,"RHP PORT NEWARK FOUNDRY LOT",Newark,NJ,07105
2019,BMW,530,IXDRV,WHI,BLA,,6383.15,13614,36800.00,WBAJA7C54KG912574,"RHP AP ROCHESTER",Rochester,NY,14624
2019,BMW,530,IXDRV,BLU,BEI,,0.00,13710,36100.00,WBAJA7C50KWW48579,"PHILADELPHIA INT'L A","Philadelphia Ap",PA,19153
2019,BMW,530,I,BLA,BLA,,0.00,18138,34700.00,WBAJA5C57KBX86972,"RHP AP HARTFORD","Windsor Locks",CT,06096
2019,BMW,530,I,BLA,BLA,,1632.53,15137,35800.00,WBAJA5C54KBX88047,"ROCKFORD - WALTON",Rockford,IL,61108
2019,BMW,530,IXDRV,BLU,BEI,,1403.32,11896,36800.00,WBAJA7C5XKWW38383,"RHP AP BUFFALO",Buffalo,NY,14225
2019,BMW,530,IXDRV,BLA,BLA,,0.00,14335,35800.00,WBAJA7C54KG912736,"YOUNG VW MAZDA HLE",Easton,PA,18045
2019,BMW,530,I,WHI,BRO,,0.00,9721,38400.00,WBAJA5C59KBX87170,"WEXFORD HLE",Wexford,PA,15090
2019,BMW,530,IXDRV,WHI,BLA,,0.00,14304,35900.00,WBAJA7C51KWW27868,"MCCLELLAN MAINTENANC",,,02128
2019,BMW,530,I,SIL,BEI,,2920.12,11697,37100.00,WBAJA5C50KBX86750,"BIRMINGHAM AP",Birmingham,AL,35212
2019,BMW,530,,BLA,,,168.60,15743,35500.00,WBAJA7C53KG912744,"NASHVILLE AP",Nashville,TN,37214
2019,BMW,530,I,BLA,BLA,,998.17,10129,37600.00,WBAJA5C54KBX87061,"BALTIMORE MD  INTERN",Baltimore,MD,21076
2019,BMW,530,IXDRV,GRA,BLA,,0.00,15441,35500.00,WBAJA7C51KG912404,"CHARLOTTE-DOUGLAS IN",Charlotte,NC,28214
2019,BMW,530,IXDRV,WHI,BLA,,1658.76,8183,38300.00,WBAJA7C55KG911532,"FOLEY'S STATION",Newport,RI,02840
2019,BMW,530,,SIL,,,0.00,8084,38400.00,WBAJA5C58KWW49855,"CLEVELAND HOPKINS AP",Cleveland,OH,44135
2019,BMW,530,I,SIL,BLA,,0.00,12223,36900.00,WBAJA5C54KBX86914,"UPPER SADDLE RVR HLE","Upper Saddle River",NJ,07458
2019,BMW,530,,BLU,,,0.00,8025,38400.00,WBAJA5C58KWW49662,"BEDFORD HEIGHTS HLE","Bedford Heights",OH,44146
2019,BMW,530,,WHI,,,0.00,14307,36100.00,WBAJA5C50KBX86814,"DAVENPORT  IA",Davenport,IA,52806
2019,BMW,530,IXDRV,SIL,BLA,,0.00,12989,36400.00,WBAJA7C56KWW47646,"AUCTION Manheim New England","North Dighton",MA,02764
2019,BMW,530,,SIL,,,593.70,8893,38100.00,WBAJA5C54KBX86878,"DETROIT METRO AP",Detroit,MI,48242
2019,BMW,530,IXDRV,GRA,BLA,,1061.00,11720,36900.00,WBAJA7C55KWW49856,"PHILADELPHIA INT'L A","Philadelphia Ap",PA,19153
2019,BMW,530,I,WHI,BRO,,0.00,11960,38000.00,WBAJA5C53KBX88217,"FRESNO CA  FRESNO-AI",Fresno,CA,93727
2019,BMW,530,IXDRV,GRA,BLA,,0.00,13731,36800.00,WBAJA7C56KG912155,"NEWARK  NJ NEWARK LI",Newark,NJ,07114
2019,BMW,530,I,UNK,UNK,,265.10,12024,36900.00,WBAJA5C54KBX86864,"L.A.INTL A P","Los Angeles Ap",CA,90045
2019,BMW,530,IXDRV,GRA,BLA,,8332.98,21212,35400.00,WBAJA7C56KG912365,"WASHINGTON-DULLES IN",,,23250
2019,BMW,530,,BLA,,,0.00,13662,36400.00,WBAJA5C53KBX87925,"KANSAS CITY KS  INTE","Kansas City",MO,64153
2019,BMW,530,IXDRV,BLU,BLA,,0.00,12650,37100.00,WBAJA7C56KG912513,"SIEMENS TARRYTOWN",Tarrytown,NY,10591
2019,BMW,530,,BLU,,,0.00,11540,37100.00,WBAJA5C54KBX86847,"PORTLAND INT'L AP",Portland,OR,97220
2019,BMW,530,IXDRV,GRA,BLA,,0.00,17648,35500.00,WBAJA7C53KG911500,"NEW YORK CITY NY  KE","New York City",NY,11430
2019,BMW,530,I,BLA,BLA,,0.00,11850,37000.00,WBAJA5C53KBX87746,"KANSAS CITY KS  INTE","Kansas City",MO,64153
2019,BMW,530,I,WHI,BEI,,950.05,13416,34900.00,WBAJA5C54KWW39274,"AUCTION Manheim New England","North Dighton",MA,02764
2019,BMW,530,I,BLA,BLA,,0.00,8408,38200.00,WBAJA5C53KWW25723,"ZR MIDWAY AP","Chicago Midway Ap",IL,60638
2019,BMW,530,IXDRV,BLA,BRO,,0.00,15595,36200.00,WBAJA7C57KWW47879,"MCCLELLAN MAINTENANC",,,02128
2019,BMW,530,IXDRV,GRA,BRO,,334.00,8338,39000.00,WBAJA7C55KG911207,"PHILADELPHIA INT'L A","Philadelphia Ap",PA,19153
2019,BMW,530,I,SIL,BLA,,0.00,14472,36100.00,WBAJA5C52KBX88192,"LA UNION STATION AMT",Burbank,CA,91505
2019,BMW,530,,BRO,,,0.00,5999,41400.00,WBAJA5C53KWW21235,"SAN JOSE INT'L AP",Monterey,CA,93940
2019,BMW,530,IXDRV,GRA,BRO,,151.20,16000,35900.00,WBAJA7C59KG910545,"MIRA MESA HLE","San Francisco Dt",CA,94102
2019,BMW,530,,GRA,,,326.40,13639,36400.00,WBAJA5C56KBX86462,"SKY HARBOR A P",Phoenix,AZ,85034
2019,BMW,530,,BLA,,,3411.52,10322,37600.00,WBAJA5C55KWW42183,"L.A.INTL A P","Los Angeles Ap",CA,90045
2019,BMW,530,,WHI,,,0.00,9866,37700.00,WBAJA5C53KBX88234,"O'HARE AP",Chicago,IL,60666
2019,BMW,530,I,BLA,BLA,,0.00,15243,35900.00,WBAJA5C56KBX87417,"CLEVELAND HOPKINS AP",Cleveland,OH,44135
2019,BMW,530,,GRA,,,0.00,13278,36500.00,WBAJA5C50KWW40082,"PITTSBURG PA  GREATE",Pittsburgh,PA,15231
2019,BMW,530,,BLA,,,0.00,27326,38600.00,WBAJA5C54KBX86783,"ORANGE COUNTY AP","Orange County",CA,92707
2019,BMW,530,I,BLA,BLA,,0.00,9987,38100.00,WBAJA5C53KBX88220,"SAN RAFAEL","San Rafael",CA,94901
2019,BMW,530,IXDRV,BLA,BLA,,0.00,16941,34900.00,WBAJA7C50KG912362,"NEW YORK CITY NY  KE","New York City",NY,11430
2019,BMW,530,,TAN,,,0.00,13416,36400.00,WBAJA5C51KBX87454,"NASHVILLE AP",Nashville,TN,37214
2019,BMW,530,,BLA,,,0.00,20448,34400.00,WBAJA5C5XKBX87078,"OAKLAND CA  OAKLAND","Oakland Ap",CA,94621
2019,BMW,530,I,BLA,BEI,,0.00,15198,35800.00,WBAJA5C53KBX88203,"L.A.INTL A P","Los Angeles Ap",CA,90045
2019,BMW,530,,UNK,,,0.00,10439,38100.00,WBAJA5C51KBX87146,"CANOGA PARK","Canoga Park",CA,91303
2019,BMW,530,I,SIL,BLA,,0.00,9120,38000.00,WBAJA5C52KBX87687,"WASHINGTON-DULLES IN","Washtn Dulles Ap",VA,20166
2019,BMW,530,I,GRA,BLA,,0.00,15981,39300.00,WBAJA5C53KWW46071,"ROCHESTER INT'L AIRP",Rochester,NY,14624
2019,BMW,530,,WHI,,,0.00,14514,37500.00,WBAJA5C53KBX88198,"GREENSBORO INT'L AP",Greensboro,NC,27409
2019,BMW,530,,WHI,,,0.00,12579,36700.00,WBAJA5C5XKBX87906,"LINCOLN PARK",Chicago,IL,60657
2019,BMW,530,,BLU,,,0.00,12605,36700.00,WBAJA5C52KWW12915,"SKY HARBOR A P",Phoenix,AZ,85034
2019,BMW,530,I,BLA,BLA,,0.00,15841,36000.00,WBAJA5C55KBX86453,"FT LAUDERDALE AP OVE",,,33315
2019,BMW,530,I,BLA,BRO,,0.00,9543,40300.00,WBAJA5C53KBX88167,"PORTLAND INT'L AP",,,97220
2019,BMW,530,I,SIL,BLA,,0.00,11549,38400.00,WBAJA5C59KBX49034,"PHILADELPHIA INT'L A","Philadelphia Ap",PA,19153
2019,BMW,530,,WHI,,,0.00,13808,36300.00,WBAJA5C53KBX49143,"ATLANTA AP",Atlanta,GA,30337
2019,BMW,530,IXDRV,BLA,BLA,,0.00,13884,36000.00,WBAJA7C57KG912424,"WEST PALM AP","West Palm Beach",FL,33406
2019,BMW,530,I,SIL,BLA,,574.08,10499,38900.00,WBAJA5C53KBX88086,"L.A.INTL A P","Los Angeles Ap",CA,90045
2019,BMW,530,,GRA,,,0.00,19971,34100.00,WBAJA5C58KBX87788,"GREATER PEORIA AP",Peoria,IL,61607
2019,BMW,530,I,WHI,BEI,,0.00,15812,35600.00,WBAJA5C53KBX86743,"HARTFORD-BRADLEY INT","Hartford Ap",CT,06096
2019,BMW,530,I,WHI,BRO,,495.00,16079,35300.00,WBAJA5C51KBX86661,"323 W 34TH ST.  W)","New York City",NY,11430
2019,BMW,530,I,BLA,BLA,,205.20,9532,38300.00,WBAJA5C53KBX88069,"ORANGE COUNTY AP","Orange County",CA,92707
2019,BMW,530,IXDRV,SIL,BLA,,0.00,15458,35400.00,WBAJA7C54KG911005,"LAFAYETTE STREET",Manhattan,NY,10003
2019,BMW,530,I,BLA,BEI,,442.70,10789,38300.00,WBAJA5C52KG901092,"BOSTON MA  LOGAN AIR",Boston,MA,02128
2019,BMW,530,,UNK,,,414.00,15328,35800.00,WBAJA5C57KBX87197,"FLUSHING NY  LA GUAR","La Guardia Ap Ny",NY,11371
2019,BMW,530,I,SIL,BLA,,0.00,13301,36500.00,WBAJA5C53KBX88041,"PEORIA- DOLLAR",Peoria,IL,61607
2019,BMW,530,I,BLA,BLA,,0.00,16802,35200.00,WBAJA5C50KBX88112,"L.A.INTL A P","Los Angeles Ap",CA,90045
2019,BMW,530,,WHI,,,0.00,14438,36100.00,WBAJA5C52KBX88094,"L.A.INTL A P","Los Angeles Ap",CA,90045
2019,BMW,530,,BLU,,,0.00,11852,37000.00,WBAJA5C55KBX86579,"DENVER INT'L A P",Denver,CO,80249
2019,BMW,530,I,BLA,BLA,,0.00,12242,39600.00,WBAJA5C53KBX88038,"SEATTLE WA  TACOMA I","Seattle Ap",WA,98188
2019,BMW,530,,WHI,,,670.55,16417,36000.00,WBAJA5C58KBX87158,"SACRAMENTO INTL AP","Sacramento Ap",CA,95837
2019,BMW,530,,BLU,,,0.00,9211,38900.00,WBAJA5C50KBX87204,"MANHATTAN GREENWICH",Manhattan,NY,10014
2019,BMW,530,,GRA,,,0.00,8563,38200.00,WBAJA5C57KBX87183,"SEATTLE DOWNTOWN HLE",Seattle,WA,98101
2019,BMW,530,,WHI,,,0.00,10226,37600.00,WBAJA5C53KBX87858,"ALBUQUERQUE INT'L AP",Albuquerque,NM,87106
2019,BMW,530,,BLA,,,285.00,10406,37500.00,WBAJA5C53KWW35264,"PHILADELPHIA INT'L A","Philadelphia Ap",PA,19153
2019,BMW,530,,BLA,,,0.00,10940,38900.00,WBAJA5C52KBX46833,"WESTCHESTER COUNTY A","White Plains Ap",NY,10604
2019,BMW,530,,BLA,,,1549.18,11595,37100.00,WBAJA5C58KBX87225,"O'HARE AP",Chicago,IL,60666
2019,BMW,530,,BLA,,,442.80,12887,36600.00,WBAJA5C53KBX87813,"SEATTLE DOWNTOWN HLE","Seattle Ap",WA,98188
2019,BMW,530,,WHI,,,0.00,18008,34800.00,WBAJA5C53KWW42246,"L.A.INTL A P","Los Angeles Ap",CA,90045
2019,BMW,530,I,WHI,BLA,,0.00,17890,34800.00,WBAJA5C53KBX86886,"PORT COLUMBUS INTL A","Columbus Ap (Oh)",OH,43219
2019,BMW,530,I,BLA,BLA,,3353.49,11767,38200.00,WBAJA5C57KBX87152,"PROVIDENCE-T.F. AP",Providence,RI,02886
2019,BMW,530,,WHI,,,659.10,8144,38300.00,WBAJA5C52KWW38544,"DENVER INT'L A P",Denver,CO,80249
2019,BMW,530,IXDRV,GRA,BLA,,0.00,17018,35200.00,WBAJA7C52KWW48535,"ASHEVILLE REGIONAL A",Asheville,NC,28732
2019,BMW,530,,UNK,,,702.90,13502,37200.00,WBAJA5C52KBX86362,"L.A.INTL A P",,,90045
2019,BMW,530,IXDRV,BLA,BLA,,0.00,12027,36800.00,WBAJA7C52KG912640,"PORTLAND INTERNATION",,,04102
2019,BMW,530,,GRA,,,0.00,13900,36300.00,WBAJA5C52KWW20920,"WEST OMAHA HLE",Omaha,NE,68130
2019,BMW,530,IXDRV,WHI,BLA,,0.00,11579,36900.00,WBAJA7C50KG911650,"NEWARK  NJ NEWARK LI",Newark,NJ,07114
2019,BMW,530,I,WHI,BRO,,0.00,17698,34900.00,WBAJA5C53KBX87584,"FLUSHING NY  LA GUAR","La Guardia Ap Ny",NY,11371
2019,BMW,530,I,WHI,BRO,,0.00,10916,37300.00,WBAJA5C57KBX87149,"12TH STREET","New York City",NY,11430
2019,BMW,530,,WHI,,,0.00,11827,38000.00,WBAJA5C52KWW20528,"L.A.INTL A P","Los Angeles Ap",CA,90045
2019,BMW,530,,SIL,,,0.00,15225,35800.00,WBAJA5C52KBX86748,"BUFFALO NIAGARA INTL",Buffalo,NY,14225
2019,BMW,530,,BLA,,,0.00,13538,37800.00,WBAJA5C51KBX86790,"NEWARK  NJ NEWARK LI",,,10036
2019,BMW,530,IXDRV,WHI,BLA,,1632.13,22495,39100.00,WBAJA7C52KG911472,"NEW YORK CITY NY  KE","New York City",NY,11430
2019,BMW,530,I,WHI,BLA,,0.00,9809,37700.00,WBAJA5C52KWW08718,"PROVIDENCE-T.F. AP",Boston,MA,02128
2019,BMW,530,,BLA,,,0.00,12678,37800.00,WBAJA5C52KBX86913,"PORTLAND INT'L JETPO","Portland Ap",ME,04102
2019,BMW,530,I,BLA,BLA,,0.00,10200,37600.00,WBAJA5C52KBX87463,"DENVER INT'L A P",Ft.Collins,CO,80525
2019,BMW,530,IXDRV,WHI,BLA,,0.00,18728,34600.00,WBAJA7C58KWW42125,"NEW YORK CITY NY  KE","New York City",NY,11430
2019,BMW,530,I,BLA,BEI,,0.00,13807,36300.00,WBAJA5C52KG901075,"332 EAST 76TH STREET",Manhattan,NY,10075
2019,BMW,530,I,GRA,BLA,,5549.91,10685,37400.00,WBAJA5C52KBX87026,"PHILADELPHIA INT'L A","Philadelphia Ap",PA,19153
2019,BMW,530,I,WHI,BLA,,0.00,12518,38500.00,WBAJA5C53KBX87133,"ALBANY INT'L A P",Albany,NY,12211
2019,BMW,530,I,BLU,BEI,,1328.53,11745,38100.00,WBAJA5C57KBX46701,"ZR NEWARK AP",Newark,NJ,07114
2019,BMW,530,,GRA,,,0.00,6374,39000.00,WBAJA5C52KBX88242,"CLEVELAND HOPKINS AP",Cleveland,OH,44135
2019,BMW,530,,WHI,,,0.00,9192,38600.00,WBAJA5C58KBX88195,"STATE STREET",Chicago,IL,60610
2019,BMW,530,I,BLA,BLA,,713.26,16414,36800.00,WBAJA5C54KBX46901,"CHARLOTTE-DOUGLAS IN",Charlotte,NC,28214
2019,BMW,530,IXDRV,GRA,WHI,,1342.78,13255,36600.00,WBAJA7C58KWW42464,"HAMPTON INN",Woodbridge,NJ,07095
2019,BMW,530,I,SIL,BLA,,239.10,9759,37800.00,WBAJA5C52KBX88211,"PORTLAND INT'L AP",Portland,OR,97220
2019,BMW,530,IXDRV,WHI,BLA,,1930.01,17381,34800.00,WBAJA7C5XKG911445,"MANHATTAN WEST 55TH",,,10019
2019,BMW,530,,BLA,,,0.00,12244,36900.00,WBAJA5C54KBX49118,"BALTIMORE MD  INTERN",Baltimore,MD,21076
2019,BMW,530,,TAN,,,0.00,11437,37200.00,WBAJA5C51KBX86787,"WASHINGTON-DULLES IN","Washtn Dulles Ap",VA,20166
2019,BMW,530,,SIL,,,0.00,12127,37300.00,WBAJA5C52KBX88189,"HOLLYWOOD-BURBANK AP",Burbank,CA,91505
2019,BMW,530,I,BLA,BEI,,0.00,13394,36500.00,WBAJA5C57KBX86373,"AUCTION Manheim New England","North Dighton",MA,02764
2019,BMW,530,I,BLA,UNK,,0.00,13299,36500.00,WBAJA5C51KBX87227,"ATLANTIC AVIATION","Las Vegas",NV,89119
2019,BMW,530,IXDRV,WHI,BLA,,0.00,8367,38200.00,WBAJA7C58KWW45946,"PHILADELPHIA INT'L A","Philadelphia Ap",PA,19153
2019,BMW,530,I,GRA,BLA,,0.00,10250,39600.00,WBAJA5C52KBX88046,"ACROSS FROM EMBASSY",Portland,OR,97204
2019,BMW,530,IXDRV,SIL,BLA,,1206.00,13608,36800.00,WBAJA7C50KG911468,"PROVIDENCE-T.F. AP",Providence,RI,02886
2019,BMW,530,I,SIL,WHI,,0.00,12823,37600.00,WBAJA5C55KBX86906,"INDIANAPOLIS INTL AP",Indianapolis,IN,46241
2019,BMW,530,IXDRV,BLA,BLA,,0.00,17880,35100.00,WBAJA7C51KG911169,"PITTSBURG PA  GREATE",Pittsburgh,PA,15231
2019,BMW,530,I,SIL,BLA,,0.00,11070,37300.00,WBAJA5C52KBX88015,"O'HARE AP",Chicago,IL,60666
2019,BMW,530,,GRA,,,0.00,19389,37100.00,WBAJA5C53KBX88184,"MINNEAPOLIS INT'L AP",Minneapolis,MN,55111
2019,BMW,530,I,BLA,BLA,,0.00,14785,35900.00,WBAJA5C56KBX87188,"MILWAUKEE MITCHELL F",Milwaukee,WI,53207
2019,BMW,530,IXDRV,BLU,BLA,,0.00,9578,38400.00,WBAJA7C58KWW46935,"E ELMHURST CROWN PLA","East Elmhurst",NY,11369
2019,BMW,530,I,SIL,BLA,,0.00,13938,36800.00,WBAJA5C52KBX87978,"GRAND RAPIDS AP","Grand Rapids",MI,49512
2019,BMW,530,,UNK,,,0.00,12876,36400.00,WBAJA7C51KG910667,"MEMPHIS INTL AIRPORT",Memphis,TN,38116
2019,BMW,530,I,SIL,BLA,,1587.80,11925,37900.00,WBAJA5C56KBX87272,"DALLAS-LOVE FIELD AP","Dallas Love Fld",TX,75235
2019,BMW,530,IXDRV,BLU,BLA,,589.79,13094,36700.00,WBAJA7C51KWW21245,"BOSTON MA  LOGAN AIR",,,02128
2019,BMW,530,,BLA,,,0.00,8885,38100.00,WBAJA5C52KBX87933,"WICHITA MID-CONTINEN",Wichita,KS,67209
2019,BMW,530,,BLU,,,0.00,14195,39000.00,WBAJA5C53KG901120,"NEW YORK CITY NY  KE","New York City",NY,11430
2019,BMW,530,I,GRA,BEI,,540.00,12553,36800.00,WBAJA5C55KBX87294,"O'HARE AP",Chicago,IL,60666
2019,BMW,530,IXDRV,SIL,BRO,,0.00,11879,36800.00,WBAJA7C58KWW47597,"PHILADELPHIA INT'L A",,,19153
2019,BMW,530,,WHI,,,0.00,12972,36600.00,WBAJA5C52KBX87916,"EAST 64TH ST  NY",Manhattan,NY,10065
2019,BMW,530,,WHI,,,0.00,11578,37100.00,WBAJA5C52KBX86264,"HLE-DENVER DOWNTOWN",Denver,CO,80249
2019,BMW,530,,BLA,,,0.00,15156,34900.00,WBAJA5C56KBX87773,"TAMPA AP",Tampa,FL,33607
2019,BMW,530,,UNK,,,517.00,9294,38600.00,WBAJA5C5XKBX46868,"SAN JOSE INT'L AP","San Jose",CA,95110
2019,BMW,530,I,BLA,BEI,,8207.63,12274,36900.00,WBAJA5C52KBX87849,"ZT OHARE AP",,,
2019,BMW,530,IXDRV,BLA,BEI,,443.70,15793,35300.00,WBAJA7C55KWW27288,"INDIANAPOLIS INTL AP",Columbus,IN,47203
2019,BMW,530,,GRA,,,4645.82,9580,37800.00,WBAJA5C56KBX87675,"LAKE WORTH HLE","West Palm Beach",FL,33406
2019,BMW,530,IXDRV,WHI,BEI,,0.00,8395,38900.00,WBAJA7C59KG912229,"ZR DETROIT AP","Detroit Metro Ap",MI,48242
2019,BMW,530,,BLU,,,3742.04,10734,38900.00,WBAJA5C52KBX87821,"TUCSON INTL A P",Phoenix,AZ,85034
2019,BMW,530,IXDRV,BLA,WHI,,0.00,9480,37800.00,WBAJA7C56KWW48571,"BOSTON MA  LOGAN AIR",Boston,MA,02128
2019,BMW,530,,BLA,,,0.00,8451,42200.00,WBAJA5C56KBX87384,"SEATTLE WA  TACOMA I","Seattle Ap",WA,98188
2019,BMW,530,,WHI,,,0.00,14722,36600.00,WBAJA5C58KBX86981,"PROVIDENCE-T.F. AP",Providence,RI,02886
2019,BMW,530,,SIL,,,0.00,13920,36300.00,WBAJA5C52KBX87429,"PALM SPRINGS AP","Palm Springs",CA,92262
2019,BMW,530,I,BLA,BEI,,0.00,20176,34000.00,WBAJA5C55KBX87439,"MANHATTAN GREENWICH",Manhattan,NY,10014
2019,BMW,530,,BLA,,,0.00,16018,35500.00,WBAJA5C57KBX86731,"L.A.INTL A P","Los Angeles Ap",CA,90045
2019,BMW,530,IXDRV,BLA,BLA,,0.00,14437,35800.00,WBAJA7C59KG912375,"CHARLOTTE-DOUGLAS IN",Charlotte,NC,28214
2019,BMW,530,,BLA,,,2195.81,14687,37700.00,WBAJA5C52KBX87351,"SEATTLE WA  TACOMA I","Seattle Ap",WA,98188
2019,BMW,530,,UNK,,,0.00,13823,36300.00,WBAJA5C57KBX87135,"RALEIGH-DURHAM INT L",Raleigh,NC,27623
2019,BMW,530,I,WHI,BLA,,724.38,16682,35300.00,WBAJA5C57KBX87863,"L.A.INTL A P","Los Angeles Ap",CA,90045
2019,BMW,530,,SIL,,,185.00,5583,39300.00,WBAJA5C59KBX88237,"MINNEAPOLIS INT'L AP",Minneapolis,MN,55111
2019,BMW,530,I,BLA,UNK,,0.00,8305,38300.00,WBAJA5C52KBX87348,"SAN DIEGO LINDBERGH",,,
2019,BMW,530,,BLA,,,0.00,6632,38900.00,WBAJA5C5XKBX86710,"WEST 83RD AND AMSTER",Manhattan,NY,10024
2019,BMW,530,I,BLA,BLA,,0.00,12413,36800.00,WBAJA5C57KBX88043,"MILWAUKEE MITCHELL F",Milwaukee,WI,53207
2019,BMW,530,IXDRV,BLA,BLA,,635.92,16985,35100.00,WBAJA7C59KG912389,"ST LOUIS LAMBERT INT",,,
2019,BMW,530,I,BLA,BLA,,0.00,11291,37200.00,WBAJA5C52KBX87267,"MINNEAPOLIS INT'L AP",,,55450
2019,BMW,530,I,GRA,BRO,,0.00,12810,37300.00,WBAJA5C5XKBX86660,"BALTIMORE MD  INTERN",Baltimore,MD,21076
2019,BMW,530,I,GRA,BEI,,0.00,11582,37100.00,WBAJA5C5XKBX88229,"SAN FRAN INT'L AP","San Francisco Ap",CA,94128
2019,BMW,530,IXDRV,SIL,BLA,,661.67,11152,37100.00,WBAJA7C50KG912278,"BOSTON MA  LOGAN AIR",Boston,MA,02128
2019,BMW,530,I,UNK,BLA,,0.00,9114,38000.00,WBAJA5C52KBX87236,"NORTH HOLLYWOOD","North Hollywood",CA,91606
2019,BMW,530,I,BLA,BLA,,4162.59,16558,35300.00,WBAJA5C57KBX88060,"CAESERS PALACE-LAS V","Las Vegas",NV,89109
2019,BMW,530,IXDRV,GRA,BLA,,0.00,8739,39100.00,WBAJA7C53KWW47863,"PROVIDENCE-T.F. AP",Providence,RI,02886
2019,BMW,530,IXDRV,GRA,BRO,,0.00,12769,36500.00,WBAJA7C59KG912392,"NEWARK  NJ NEWARK LI",Newark,NJ,07114
2019,BMW,530,I,SIL,WHI,,0.00,11508,37100.00,WBAJA5C52KBX87169,"BEDFORD HILLS","Bedford Hills",NY,10507
2019,BMW,530,,WHI,,,0.00,11579,37100.00,WBAJA5C55KBX87537,"MILWAUKEE MITCHELL F",Milwaukee,WI,53207
2019,BMW,530,I,GRA,WHI,,0.00,13293,37800.00,WBAJA5C56KBX87594,"O'HARE AP",Chicago,IL,60666
2019,BMW,530,I,BLA,BRO,,0.00,16516,35800.00,WBAJA5C54KBX86976,"WEST PALM AP","West Palm Beach",FL,33406
2019,BMW,530,,BLA,,,849.60,12189,40200.00,WBAJA5C52KBX87124,"SEATTLE WA  TACOMA I","Seattle Ap",WA,98188
2019,BMW,530,,WHI,,,0.00,26082,35700.00,WBAJA5C55KWW49585,"LOUISVILLE STANDIFOR",Louisville,KY,40209
2019,BMW,530,I,WHI,BLA,,0.00,14140,38200.00,WBAJA5C56KBX87496,"SAN JOSE INT'L AP","San Jose",CA,95110
2019,BMW,530,IXDRV,BLA,BLA,,0.00,14180,35900.00,WBAJA7C59KG912425,"NEWARK  NJ NEWARK LI",Newark,NJ,07114
2019,BMW,530,,WHI,,,2782.11,11531,37100.00,WBAJA5C52KBX87088,"AUCTION Manheim Nevada","North Las Vegas",NV,89165
